Date,CO,CO2,NO2,SO2,O3,PM2.5,PM10,AQI
2024-03-23 16:00:00+00:00,794.0,,113.6,28.7,0.0,65.2,144.4,95.125
2024-03-23 17:00:00+00:00,709.0,,102.1,26.3,1.0,63.1,137.4,96.03833
2024-03-23 18:00:00+00:00,640.0,,92.4,24.7,3.0,61.2,130.9,96.384995
2024-03-23 19:00:00+00:00,614.0,,88.1,24.9,3.0,61.9,127.6,96.30833
2024-03-23 20:00:00+00:00,605.0,,85.5,25.9,2.0,65.0,128.1,95.98332
2024-03-23 21:00:00+00:00,590.0,,83.2,26.2,2.0,66.4,126.7,95.52666
2024-03-23 22:00:00+00:00,560.0,,81.0,24.8,1.0,66.1,125.3,95.34166
2024-03-23 23:00:00+00:00,524.0,,79.1,22.7,1.0,66.6,126.2,95.42
2024-03-24 00:00:00+00:00,361.0,,67.6,13.8,12.0,38.8,85.0,95.70332
2024-03-24 01:00:00+00:00,326.0,,55.0,11.8,25.0,26.5,75.0,96.03667
2024-03-24 02:00:00+00:00,279.0,,37.9,9.3,43.0,26.3,80.3,96.314995
2024-03-24 03:00:00+00:00,261.0,,26.9,8.8,55.0,30.0,94.1,96.47833
2024-03-24 04:00:00+00:00,297.0,,27.7,12.2,55.0,36.0,108.3,96.50166
2024-03-24 05:00:00+00:00,362.0,,34.6,17.5,49.0,41.1,122.5,95.785
2024-03-24 06:00:00+00:00,416.0,,41.2,21.7,45.0,44.0,134.6,94.396675
2024-03-24 07:00:00+00:00,444.0,,45.2,23.5,47.0,44.2,132.7,93.12501
2024-03-24 08:00:00+00:00,460.0,,48.9,24.1,52.0,46.6,129.9,92.155
2024-03-24 09:00:00+00:00,471.0,,52.3,24.2,54.0,48.4,133.2,91.634995
2024-03-24 10:00:00+00:00,470.0,,54.7,23.4,54.0,46.8,129.9,91.51167
2024-03-24 11:00:00+00:00,462.0,,56.7,22.1,52.0,46.0,127.6,91.479996
2024-03-24 12:00:00+00:00,672.0,,97.6,28.0,34.0,71.5,151.3,91.38666
2024-03-24 13:00:00+00:00,667.0,,95.6,26.9,26.0,78.7,151.3,91.16833
2024-03-24 14:00:00+00:00,657.0,,92.6,25.3,15.0,65.2,127.1,90.695
2024-03-24 15:00:00+00:00,629.0,,89.1,24.0,7.0,55.3,108.5,89.81834
2024-03-24 16:00:00+00:00,570.0,,86.1,23.6,3.0,46.9,95.5,88.965004
2024-03-24 17:00:00+00:00,493.0,,82.6,23.5,3.0,41.0,86.6,88.15001
2024-03-24 18:00:00+00:00,417.0,,75.6,22.1,7.0,38.4,81.3,87.30333
2024-03-24 19:00:00+00:00,343.0,,61.6,18.1,19.0,34.0,82.7,86.47667
2024-03-24 20:00:00+00:00,272.0,,44.1,12.9,36.0,31.7,92.2,85.72834
2024-03-24 21:00:00+00:00,221.0,,30.4,9.0,50.0,31.1,108.3,85.130005
2024-03-24 22:00:00+00:00,203.0,,23.6,7.6,57.0,33.3,132.7,84.82333
2024-03-24 23:00:00+00:00,205.0,,20.5,7.5,61.0,37.4,153.7,84.94667
2024-03-25 00:00:00+00:00,216.0,,19.5,8.0,60.0,32.4,114.8,85.40501
2024-03-25 01:00:00+00:00,232.0,,21.8,8.6,54.0,33.3,114.8,85.90166
2024-03-25 02:00:00+00:00,255.0,,24.9,9.4,46.0,33.2,110.6,86.565
2024-03-25 03:00:00+00:00,275.0,,26.4,10.1,43.0,33.9,112.2,87.07001
2024-03-25 04:00:00+00:00,290.0,,24.9,10.5,48.0,37.8,127.1,87.371666
2024-03-25 05:00:00+00:00,302.0,,21.8,10.7,57.0,39.7,139.7,87.685005
2024-03-25 06:00:00+00:00,312.0,,19.5,10.8,66.0,36.3,122.0,87.971664
2024-03-25 07:00:00+00:00,318.0,,18.1,10.7,74.0,32.5,110.4,87.76167
2024-03-25 08:00:00+00:00,322.0,,17.4,10.5,81.0,32.8,153.2,87.39
2024-03-25 09:00:00+00:00,332.0,,19.5,10.5,83.0,38.0,241.2,87.77833
2024-03-25 10:00:00+00:00,353.0,,25.4,11.0,76.0,42.4,307.3,89.57833
2024-03-25 11:00:00+00:00,379.0,,34.0,11.7,63.0,44.4,299.0,92.535
2024-03-25 12:00:00+00:00,414.0,,45.1,13.7,49.0,50.4,263.6,95.39166
2024-03-25 13:00:00+00:00,462.0,,58.0,14.8,38.0,63.1,231.0,97.26333
2024-03-25 14:00:00+00:00,532.0,,75.8,16.6,22.0,63.1,200.2,98.591675
2024-03-25 15:00:00+00:00,601.0,,88.4,19.0,10.0,61.5,208.6,99.81001
2024-03-25 16:00:00+00:00,687.0,,92.1,23.6,4.0,70.3,217.5,101.47834
2024-03-25 17:00:00+00:00,774.0,,90.7,28.8,1.0,80.3,224.0,103.511665
2024-03-25 18:00:00+00:00,790.0,,85.5,30.6,2.0,85.7,234.2,105.80167
2024-03-25 19:00:00+00:00,673.0,,75.4,25.7,9.0,87.1,248.7,108.35
2024-03-25 20:00:00+00:00,486.0,,61.5,17.4,21.0,70.3,318.5,111.11667
2024-03-25 21:00:00+00:00,341.0,,48.0,10.8,32.0,73.3,476.8,114.88832
2024-03-25 22:00:00+00:00,289.0,,35.2,8.0,42.0,86.8,529.0,121.03
2024-03-25 23:00:00+00:00,280.0,,22.9,7.0,53.0,92.2,475.9,127.634995
2024-03-26 00:00:00+00:00,243.0,,13.8,6.1,64.0,75.2,345.5,133.005
2024-03-26 01:00:00+00:00,250.0,,14.8,7.4,71.0,66.4,285.0,136.84999
2024-03-26 02:00:00+00:00,260.0,,16.2,9.1,80.0,63.6,251.5,139.68666
2024-03-26 03:00:00+00:00,268.0,,17.1,10.5,89.0,65.2,244.0,142.035
2024-03-26 04:00:00+00:00,273.0,,17.2,11.2,97.0,65.9,233.3,144.23166
2024-03-26 05:00:00+00:00,277.0,,16.7,11.6,105.0,62.2,203.5,146.00168
2024-03-26 06:00:00+00:00,279.0,,15.9,11.6,112.0,53.7,169.0,147.065
2024-03-26 07:00:00+00:00,278.0,,14.4,11.1,118.0,45.2,142.0,147.84833
2024-03-26 08:00:00+00:00,274.0,,12.6,10.3,122.0,40.4,131.3,148.37498
2024-03-26 09:00:00+00:00,270.0,,11.5,9.5,125.0,37.0,127.1,148.01
2024-03-26 10:00:00+00:00,267.0,,11.7,9.0,125.0,35.4,125.3,146.10832
2024-03-26 11:00:00+00:00,264.0,,12.6,8.6,122.0,33.4,117.6,143.07498
2024-03-26 12:00:00+00:00,284.0,,15.2,9.8,120.0,32.6,111.3,140.05167
2024-03-26 13:00:00+00:00,274.0,,15.3,9.0,118.0,29.6,100.8,137.51332
2024-03-26 14:00:00+00:00,261.0,,15.5,7.8,115.0,27.1,89.2,135.3433
2024-03-26 15:00:00+00:00,249.0,,15.2,6.9,113.0,25.4,76.8,133.49333
2024-03-26 16:00:00+00:00,242.0,,14.1,6.4,114.0,24.5,66.6,131.29666
2024-03-26 17:00:00+00:00,237.0,,12.5,6.0,116.0,24.5,58.8,128.78166
2024-03-26 18:00:00+00:00,231.0,,11.2,5.7,117.0,25.0,55.6,126.02832
2024-03-26 19:00:00+00:00,224.0,,10.4,5.4,116.0,25.3,55.3,123.05167
2024-03-26 20:00:00+00:00,217.0,,9.8,5.2,115.0,25.3,55.4,119.82833
2024-03-26 21:00:00+00:00,211.0,,9.3,5.0,114.0,25.2,55.9,115.44334
2024-03-26 22:00:00+00:00,208.0,,8.9,4.9,113.0,24.6,54.9,108.428345
2024-03-26 23:00:00+00:00,206.0,,8.6,4.8,112.0,24.0,53.9,100.52667
2024-03-27 00:00:00+00:00,206.0,,8.3,4.6,112.0,22.8,50.8,93.49334
2024-03-27 01:00:00+00:00,210.0,,9.3,4.8,113.0,22.1,50.3,88.581665
2024-03-27 02:00:00+00:00,215.0,,10.7,5.0,114.0,22.1,51.6,84.67
2024-03-27 03:00:00+00:00,222.0,,11.8,5.3,116.0,23.5,58.7,81.33833
2024-03-27 04:00:00+00:00,231.0,,12.3,5.7,119.0,25.6,71.0,78.25
2024-03-27 05:00:00+00:00,241.0,,12.6,6.2,122.0,27.0,81.3,75.545006
2024-03-27 06:00:00+00:00,248.0,,12.4,6.5,125.0,28.2,90.6,73.50833
2024-03-27 07:00:00+00:00,248.0,,11.6,6.5,129.0,28.8,97.1,72.201675
2024-03-27 08:00:00+00:00,245.0,,10.4,6.3,134.0,29.3,102.4,71.45333
2024-03-27 09:00:00+00:00,242.0,,9.6,6.1,137.0,29.8,105.2,70.97167
2024-03-27 10:00:00+00:00,240.0,,9.5,6.0,138.0,30.5,106.6,70.606674
2024-03-27 11:00:00+00:00,238.0,,9.8,5.9,137.0,30.0,102.9,70.295
2024-03-27 12:00:00+00:00,232.0,,10.0,5.4,128.0,29.6,104.3,70.05
2024-03-27 13:00:00+00:00,233.0,,11.1,5.3,125.0,29.7,102.0,69.933334
2024-03-27 14:00:00+00:00,235.0,,12.5,5.3,120.0,29.7,101.0,69.95333
2024-03-27 15:00:00+00:00,235.0,,13.4,5.4,117.0,29.6,100.4,70.15
2024-03-27 16:00:00+00:00,234.0,,13.2,5.8,117.0,29.7,99.9,70.543335
2024-03-27 17:00:00+00:00,231.0,,12.5,6.4,120.0,30.0,99.9,71.098335
2024-03-27 18:00:00+00:00,229.0,,11.7,7.0,122.0,30.7,100.8,71.78333
2024-03-27 19:00:00+00:00,226.0,,11.0,7.5,125.0,31.7,102.2,72.53667
2024-03-27 20:00:00+00:00,222.0,,10.3,8.0,128.0,32.5,102.9,73.31834
2024-03-27 21:00:00+00:00,221.0,,9.9,8.5,129.0,32.7,102.0,74.11
2024-03-27 22:00:00+00:00,223.0,,9.8,9.0,128.0,32.2,99.9,74.878334
2024-03-27 23:00:00+00:00,227.0,,10.0,9.4,125.0,31.9,97.6,75.62834
2024-03-28 00:00:00+00:00,234.0,,11.0,10.1,121.0,32.0,98.0,76.35667
2024-03-28 01:00:00+00:00,242.0,,13.2,10.6,118.0,31.9,97.6,77.14333
2024-03-28 02:00:00+00:00,254.0,,16.1,11.3,113.0,31.5,96.6,77.93166
2024-03-28 03:00:00+00:00,264.0,,17.9,11.6,111.0,31.3,96.6,78.68167
2024-03-28 04:00:00+00:00,271.0,,17.5,11.4,113.0,31.2,99.0,79.31334
2024-03-28 05:00:00+00:00,275.0,,16.0,10.9,117.0,29.6,100.8,79.78001
2024-03-28 06:00:00+00:00,276.0,,14.3,10.2,121.0,28.0,101.3,80.10501
2024-03-28 07:00:00+00:00,270.0,,12.5,9.4,125.0,27.4,102.7,80.28334
2024-03-28 08:00:00+00:00,261.0,,10.6,8.5,128.0,27.6,106.2,80.37667
2024-03-28 09:00:00+00:00,252.0,,9.3,7.7,132.0,28.1,111.3,80.439995
2024-03-28 10:00:00+00:00,245.0,,9.1,7.2,136.0,28.5,115.3,80.54167
2024-03-28 11:00:00+00:00,238.0,,9.7,6.9,139.0,28.7,116.6,80.686676
2024-03-28 12:00:00+00:00,223.0,,9.6,6.9,135.0,28.8,121.1,80.915
2024-03-28 13:00:00+00:00,229.0,,10.8,7.6,140.0,29.1,115.9,81.195
2024-03-28 14:00:00+00:00,237.0,,12.3,8.4,146.0,29.1,108.5,81.42667
2024-03-28 15:00:00+00:00,242.0,,13.3,8.8,149.0,29.0,102.4,81.55167
2024-03-28 16:00:00+00:00,243.0,,13.2,8.1,145.0,28.8,101.0,81.585
2024-03-28 17:00:00+00:00,242.0,,12.5,6.9,137.0,29.5,103.8,81.60333
2024-03-28 18:00:00+00:00,240.0,,11.7,6.0,131.0,30.6,107.8,81.66833
2024-03-28 19:00:00+00:00,237.0,,11.0,5.7,130.0,31.2,108.7,81.785
2024-03-28 20:00:00+00:00,233.0,,10.2,5.6,132.0,31.1,106.9,81.893326
2024-03-28 21:00:00+00:00,230.0,,9.5,5.5,134.0,31.0,106.9,81.96
2024-03-28 22:00:00+00:00,226.0,,8.9,5.1,136.0,31.8,110.1,82.041664
2024-03-28 23:00:00+00:00,223.0,,8.5,4.7,138.0,33.1,113.9,82.21167
2024-03-29 00:00:00+00:00,211.0,,7.7,4.2,140.0,34.3,116.4,82.48333
2024-03-29 01:00:00+00:00,217.0,,9.1,4.9,140.0,34.2,112.2,82.79
2024-03-29 02:00:00+00:00,224.0,,11.0,5.8,140.0,32.1,96.2,83.03333
2024-03-29 03:00:00+00:00,230.0,,12.1,6.9,140.0,29.5,77.8,83.026665
2024-03-29 04:00:00+00:00,232.0,,11.8,8.3,140.0,28.8,73.3,82.713326
2024-03-29 05:00:00+00:00,231.0,,10.8,9.7,141.0,29.7,83.4,82.284996
2024-03-29 06:00:00+00:00,230.0,,9.8,10.3,142.0,32.5,103.8,81.995
2024-03-29 07:00:00+00:00,229.0,,9.0,9.4,144.0,35.6,125.3,82.03667
2024-03-29 08:00:00+00:00,227.0,,8.2,7.7,145.0,38.1,142.5,82.41334
2024-03-29 09:00:00+00:00,227.0,,8.0,6.4,145.0,39.5,156.0,83.01833
2024-03-29 10:00:00+00:00,229.0,,8.4,5.9,141.0,41.0,167.2,83.763336
2024-03-29 11:00:00+00:00,232.0,,9.3,5.8,135.0,42.5,173.7,84.628334
2024-03-29 12:00:00+00:00,230.0,,10.4,5.7,115.0,40.7,159.7,85.58
2024-03-29 13:00:00+00:00,237.0,,12.7,6.1,110.0,41.3,155.1,86.223335
2024-03-29 14:00:00+00:00,247.0,,15.9,6.7,104.0,41.3,148.5,86.87667
2024-03-29 15:00:00+00:00,255.0,,18.3,7.2,99.0,40.5,139.7,87.543335
2024-03-29 16:00:00+00:00,257.0,,19.0,7.6,97.0,39.3,130.9,88.16501
2024-03-29 17:00:00+00:00,257.0,,19.0,7.9,97.0,38.5,121.5,88.66333
2024-03-29 18:00:00+00:00,260.0,,19.4,8.4,96.0,38.3,116.4,88.95833
2024-03-29 19:00:00+00:00,268.0,,20.8,9.0,94.0,38.5,112.5,89.10167
2024-03-29 20:00:00+00:00,279.0,,22.7,9.6,91.0,39.3,109.7,89.16499
2024-03-29 21:00:00+00:00,294.0,,25.0,10.6,87.0,39.9,107.6,89.21166
2024-03-29 22:00:00+00:00,315.0,,27.6,12.0,81.0,40.2,105.7,89.22333
2024-03-29 23:00:00+00:00,341.0,,30.6,13.7,73.0,42.1,103.4,89.15
2024-03-30 00:00:00+00:00,363.0,,32.4,14.2,66.0,44.5,99.7,88.97499
2024-03-30 01:00:00+00:00,392.0,,36.6,16.1,58.0,44.1,98.0,88.69666
2024-03-30 02:00:00+00:00,434.0,,42.4,19.0,46.0,44.2,97.3,88.46
2024-03-30 03:00:00+00:00,483.0,,47.0,22.6,41.0,44.5,96.2,88.478325
2024-03-30 04:00:00+00:00,539.0,,48.8,27.2,47.0,44.6,100.1,88.785
2024-03-30 05:00:00+00:00,601.0,,49.4,32.5,59.0,42.8,103.8,89.23166
2024-03-30 06:00:00+00:00,664.0,,50.8,37.2,70.0,41.3,104.5,89.57167
2024-03-30 07:00:00+00:00,739.0,,54.7,41.7,77.0,41.4,106.2,89.58333
2024-03-30 08:00:00+00:00,814.0,,59.4,45.7,82.0,43.2,111.5,89.265
2024-03-30 09:00:00+00:00,849.0,,61.6,46.4,90.0,45.4,115.7,88.74834
2024-03-30 10:00:00+00:00,817.0,,59.2,41.6,104.0,46.3,114.1,88.07667
2024-03-30 11:00:00+00:00,744.0,,54.3,33.6,120.0,45.5,109.4,87.191666
2024-03-30 12:00:00+00:00,617.0,,43.2,26.8,107.0,36.0,82.4,86.119995
2024-03-30 13:00:00+00:00,567.0,,44.5,23.4,104.0,38.2,83.1,84.83166
2024-03-30 14:00:00+00:00,497.0,,46.1,18.6,101.0,37.8,79.4,83.63167
2024-03-30 15:00:00+00:00,430.0,,44.9,14.6,100.0,35.4,72.9,82.479996
2024-03-30 16:00:00+00:00,370.0,,38.2,12.0,104.0,32.9,71.0,81.36666
2024-03-30 17:00:00+00:00,313.0,,28.8,10.1,111.0,32.7,72.4,80.36833
2024-03-30 18:00:00+00:00,275.0,,22.3,9.1,114.0,33.3,74.0,79.55
2024-03-30 19:00:00+00:00,267.0,,21.3,9.0,110.0,33.6,76.1,78.84333
2024-03-30 20:00:00+00:00,277.0,,23.2,9.8,102.0,34.6,77.5,78.236664
2024-03-30 21:00:00+00:00,294.0,,25.5,10.9,94.0,35.5,79.6,77.7
2024-03-30 22:00:00+00:00,309.0,,26.9,12.2,90.0,36.3,82.2,77.23334
2024-03-30 23:00:00+00:00,329.0,,28.7,13.9,85.0,37.8,87.3,76.84167
2024-03-31 00:00:00+00:00,343.0,,30.8,15.4,83.0,38.4,88.2,76.57334
2024-03-31 01:00:00+00:00,392.0,,38.2,17.4,72.0,43.1,96.4,76.38167
2024-03-31 02:00:00+00:00,462.0,,48.6,20.3,58.0,46.7,101.5,76.354996
2024-03-31 03:00:00+00:00,526.0,,57.5,22.9,48.0,55.5,108.7,76.425
2024-03-31 04:00:00+00:00,583.0,,64.7,25.2,46.0,55.2,110.8,76.63333
2024-03-31 05:00:00+00:00,634.0,,70.4,27.2,48.0,51.1,106.9,76.81167
2024-03-31 06:00:00+00:00,658.0,,71.2,28.2,56.0,51.1,105.0,76.863335
2024-03-31 07:00:00+00:00,638.0,,63.4,27.7,71.0,40.2,95.0,76.871666
2024-03-31 08:00:00+00:00,591.0,,50.7,26.1,92.0,37.5,89.4,76.685
2024-03-31 09:00:00+00:00,540.0,,40.0,24.0,110.0,35.9,82.0,76.316666
2024-03-31 10:00:00+00:00,490.0,,33.9,21.2,124.0,34.7,75.2,75.755
2024-03-31 11:00:00+00:00,437.0,,29.8,17.8,137.0,33.6,70.3,75.10667
2024-03-31 12:00:00+00:00,419.0,,28.9,16.9,130.0,36.2,72.6,74.454994
2024-03-31 13:00:00+00:00,396.0,,28.9,15.6,129.0,36.0,71.5,74.29167
2024-03-31 14:00:00+00:00,365.0,,28.9,13.9,127.0,36.3,72.4,74.098335
2024-03-31 15:00:00+00:00,348.0,,28.7,13.0,127.0,37.1,74.3,73.98167
2024-03-31 16:00:00+00:00,354.0,,28.2,13.5,130.0,37.7,75.4,74.005005
2024-03-31 17:00:00+00:00,374.0,,27.6,14.8,135.0,39.0,77.5,74.07834
2024-03-31 18:00:00+00:00,397.0,,27.2,16.0,139.0,41.4,80.8,74.163345
2024-03-31 19:00:00+00:00,423.0,,27.3,16.7,142.0,43.8,84.1,74.276665
2024-03-31 20:00:00+00:00,452.0,,27.6,17.3,145.0,46.1,87.1,74.41
2024-03-31 21:00:00+00:00,478.0,,27.4,17.7,146.0,48.1,89.9,74.57
2024-03-31 22:00:00+00:00,497.0,,25.8,17.6,145.0,50.2,92.4,74.74166
2024-03-31 23:00:00+00:00,513.0,,23.8,17.2,143.0,51.9,94.1,74.91167
2024-04-01 00:00:00+00:00,449.0,,27.4,15.9,124.0,50.2,90.8,75.02501
2024-04-01 01:00:00+00:00,464.0,,30.4,16.5,120.0,49.1,88.7,75.06834
2024-04-01 02:00:00+00:00,485.0,,34.5,17.4,116.0,47.4,85.4,74.94
2024-04-01 03:00:00+00:00,498.0,,36.6,18.0,116.0,46.8,83.4,74.84333
2024-04-01 04:00:00+00:00,499.0,,35.4,18.3,126.0,45.1,82.2,74.55334
2024-04-01 05:00:00+00:00,491.0,,32.2,18.3,141.0,39.2,74.3,74.21667
2024-04-01 06:00:00+00:00,475.0,,28.7,17.8,154.0,33.6,66.6,73.82
2024-04-01 07:00:00+00:00,444.0,,24.7,16.5,161.0,29.8,60.3,73.236664
2024-04-01 08:00:00+00:00,404.0,,20.3,14.6,166.0,27.1,55.1,72.89
2024-04-01 09:00:00+00:00,373.0,,17.4,13.1,170.0,26.4,52.0,72.54333
2024-04-01 10:00:00+00:00,358.0,,16.9,12.1,175.0,27.0,52.0,72.22666
2024-04-01 11:00:00+00:00,353.0,,17.9,11.3,180.0,27.5,53.3,71.96999
2024-04-01 12:00:00+00:00,346.0,,18.0,9.8,186.0,8.7,13.8,71.76667
2024-04-01 13:00:00+00:00,364.0,,20.2,10.5,188.0,11.6,18.3,70.85
2024-04-01 14:00:00+00:00,389.0,,23.3,11.4,191.0,13.9,22.4,71.09091
2024-04-01 15:00:00+00:00,410.0,,25.3,12.3,193.0,16.8,27.5,71.454544
2024-04-01 16:00:00+00:00,423.0,,25.2,12.9,194.0,19.6,32.7,71.63636
2024-04-01 17:00:00+00:00,433.0,,23.9,13.3,194.0,22.4,37.3,71.63636
2024-04-01 18:00:00+00:00,440.0,,23.0,13.8,191.0,25.1,41.6,71.09091
2024-04-01 19:00:00+00:00,448.0,,23.0,14.3,182.0,28.1,47.0,69.454544
2024-04-01 20:00:00+00:00,453.0,,23.3,14.8,169.0,30.2,52.3,67.090904
2024-04-01 21:00:00+00:00,452.0,,23.1,15.6,157.0,32.1,58.4,65.86
2024-04-01 22:00:00+00:00,437.0,,21.4,16.8,147.0,33.4,66.6,65.32666
2024-04-01 23:00:00+00:00,414.0,,19.2,18.3,139.0,34.0,73.6,64.76667
2024-04-02 00:00:00+00:00,404.0,,18.2,16.1,131.0,33.9,71.2,64.17
2024-04-02 01:00:00+00:00,411.0,,22.1,17.4,122.0,34.5,78.2,63.626667
2024-04-02 02:00:00+00:00,421.0,,27.5,19.3,110.0,36.3,82.2,63.14
2024-04-02 03:00:00+00:00,430.0,,31.5,21.0,105.0,39.6,86.6,62.77
2024-04-02 04:00:00+00:00,442.0,,33.4,22.4,111.0,42.5,91.3,62.53
2024-04-02 05:00:00+00:00,453.0,,34.0,23.6,122.0,42.5,90.1,62.443333
2024-04-02 06:00:00+00:00,451.0,,32.7,23.9,135.0,37.5,78.9,62.553333
2024-04-02 07:00:00+00:00,423.0,,28.0,22.6,148.0,32.0,65.4,63.272728
2024-04-02 08:00:00+00:00,381.0,,21.5,20.3,163.0,29.6,58.0,66.0
2024-04-02 09:00:00+00:00,350.0,,17.2,18.7,173.0,29.0,55.1,67.818184
2024-04-02 10:00:00+00:00,341.0,,17.0,18.3,177.0,29.1,53.9,68.545456
2024-04-02 11:00:00+00:00,343.0,,19.0,18.5,177.0,29.5,54.2,68.545456
2024-04-02 12:00:00+00:00,339.0,,19.4,21.8,157.0,23.1,42.6,64.90909
2024-04-02 13:00:00+00:00,342.0,,22.7,24.4,152.0,25.2,50.2,64.0
2024-04-02 14:00:00+00:00,348.0,,27.3,27.9,145.0,28.0,60.8,63.996662
2024-04-02 15:00:00+00:00,357.0,,30.8,30.8,140.0,30.7,72.9,64.46666
2024-04-02 16:00:00+00:00,371.0,,32.1,32.4,138.0,34.5,85.2,65.01833
2024-04-02 17:00:00+00:00,390.0,,32.2,33.3,137.0,39.0,98.0,65.89333
2024-04-02 18:00:00+00:00,409.0,,32.1,33.7,136.0,44.6,110.4,66.905
2024-04-02 19:00:00+00:00,431.0,,32.2,33.4,132.0,49.5,119.7,68.05167
2024-04-02 20:00:00+00:00,453.0,,32.1,32.6,128.0,53.2,126.7,69.26333
2024-04-02 21:00:00+00:00,470.0,,31.0,31.7,124.0,55.3,131.8,70.50333
2024-04-02 22:00:00+00:00,475.0,,27.5,30.7,123.0,57.4,137.8,71.72667
2024-04-02 23:00:00+00:00,473.0,,23.1,29.5,123.0,58.7,140.6,72.91333
2024-04-03 00:00:00+00:00,475.0,,20.3,26.7,130.0,59.6,149.0,74.03
2024-04-03 01:00:00+00:00,492.0,,25.3,26.5,118.0,61.2,151.3,75.326675
2024-04-03 02:00:00+00:00,518.0,,32.5,26.5,102.0,63.6,153.7,76.545
2024-04-03 03:00:00+00:00,552.0,,39.1,28.2,96.0,67.5,156.9,77.73667
2024-04-03 04:00:00+00:00,605.0,,45.4,33.6,106.0,70.8,165.8,78.90833
2024-04-03 05:00:00+00:00,666.0,,51.2,40.6,126.0,65.0,168.1,80.15
2024-04-03 06:00:00+00:00,701.0,,53.4,44.5,145.0,59.0,156.0,81.450005
2024-04-03 07:00:00+00:00,696.0,,49.4,42.5,163.0,55.4,142.0,82.735
2024-04-03 08:00:00+00:00,665.0,,41.8,37.2,182.0,51.1,125.3,84.01167
2024-04-03 09:00:00+00:00,620.0,,35.3,32.2,194.0,46.3,107.8,85.13333
2024-04-03 10:00:00+00:00,553.0,,31.1,28.1,198.0,40.2,87.5,86.011665
2024-04-03 11:00:00+00:00,473.0,,28.1,24.1,196.0,38.1,77.5,86.57167
2024-04-03 12:00:00+00:00,439.0,,29.8,22.0,204.0,39.5,78.0,86.96001
2024-04-03 13:00:00+00:00,419.0,,31.7,21.4,187.0,36.8,71.0,87.55
2024-04-03 14:00:00+00:00,391.0,,34.3,20.6,164.0,34.9,67.1,87.89667
2024-04-03 15:00:00+00:00,371.0,,35.6,19.8,146.0,33.1,63.8,88.00167
2024-04-03 16:00:00+00:00,362.0,,34.6,19.0,139.0,31.5,61.9,87.85
2024-04-03 17:00:00+00:00,361.0,,32.4,18.2,138.0,33.1,63.8,87.46167
2024-04-03 18:00:00+00:00,370.0,,30.6,17.5,137.0,36.1,68.7,86.89167
2024-04-03 19:00:00+00:00,395.0,,30.1,16.9,135.0,40.0,75.4,86.19667
2024-04-03 20:00:00+00:00,430.0,,30.1,16.5,135.0,45.1,83.4,85.458336
2024-04-03 21:00:00+00:00,462.0,,29.1,16.1,135.0,48.4,89.4,84.73667
2024-04-03 22:00:00+00:00,482.0,,25.6,15.7,137.0,51.1,94.5,84.03
2024-04-03 23:00:00+00:00,498.0,,21.2,15.4,141.0,52.2,97.6,83.30833
2024-04-04 00:00:00+00:00,499.0,,21.6,16.0,127.0,52.2,95.0,82.59167
2024-04-04 01:00:00+00:00,519.0,,25.6,16.7,122.0,50.4,92.9,81.69167
2024-04-04 02:00:00+00:00,548.0,,31.3,17.9,116.0,48.8,91.5,80.71834
2024-04-04 03:00:00+00:00,579.0,,36.2,19.9,116.0,51.9,98.3,79.68167
2024-04-04 04:00:00+00:00,617.0,,40.4,23.7,127.0,54.2,105.7,78.705
2024-04-04 05:00:00+00:00,657.0,,43.9,28.3,144.0,55.8,116.6,77.70333
2024-04-04 06:00:00+00:00,672.0,,43.9,31.1,161.0,55.1,128.5,76.84501
2024-04-04 07:00:00+00:00,643.0,,37.5,30.8,178.0,50.9,136.4,76.386665
2024-04-04 08:00:00+00:00,590.0,,27.7,28.8,196.0,48.1,136.9,76.29333
2024-04-04 09:00:00+00:00,548.0,,20.9,26.3,208.0,47.0,138.8,76.48667
2024-04-04 10:00:00+00:00,531.0,,20.0,23.5,212.0,45.9,139.7,77.003334
2024-04-04 11:00:00+00:00,525.0,,22.0,20.2,212.0,47.5,134.1,77.87334
2024-04-04 12:00:00+00:00,415.0,,22.5,17.9,205.0,34.6,107.6,78.816666
2024-04-04 13:00:00+00:00,419.0,,28.5,17.0,188.0,34.8,106.4,79.310005
2024-04-04 14:00:00+00:00,427.0,,36.5,15.7,164.0,37.7,104.5,79.899994
2024-04-04 15:00:00+00:00,445.0,,41.4,15.0,148.0,42.8,109.9,80.52334
2024-04-04 16:00:00+00:00,481.0,,40.3,15.4,147.0,47.6,118.5,81.291664
2024-04-04 17:00:00+00:00,528.0,,36.1,16.4,153.0,53.1,127.1,82.23499
2024-04-04 18:00:00+00:00,571.0,,31.8,17.4,158.0,58.4,134.1,83.28999
2024-04-04 19:00:00+00:00,609.0,,28.2,18.5,161.0,62.6,136.9,84.38
2024-04-04 20:00:00+00:00,643.0,,24.5,19.7,164.0,65.2,135.5,85.405
2024-04-04 21:00:00+00:00,664.0,,21.4,20.3,163.0,64.0,128.5,86.27334
2024-04-04 22:00:00+00:00,663.0,,18.3,19.8,158.0,61.2,118.5,86.925
2024-04-04 23:00:00+00:00,648.0,,15.7,18.8,151.0,59.8,112.9,87.325
2024-04-05 00:00:00+00:00,598.0,,17.2,18.0,137.0,60.8,111.3,87.58
2024-04-05 01:00:00+00:00,606.0,,22.6,18.7,126.0,54.7,102.7,87.85167
