#### EXPORT DONNEES METEO POUR "LONDRES" (LAT/LON: 51.5073509/-0.1277583)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2024-01-01,10,7,22,7,8,9,0.7,77,8.875,1005,86.5,10,9,4,116,176,266,0,2,1,météo défavorable,16:02:00,08:06:00,8,176,7,122,8,176,10,176,8,200
2024-01-02,12,9,41,11,12,9,3.3,94,7.75,992,92.125,12,11,8,122,296,266,0,3,1,météo défavorable,16:03:00,08:06:00,11,116,11,266,12,122,10,176,11,296
2024-01-03,11,10,28,10,11,10,0.3,75,9.875,996,96.875,11,6,6,176,176,176,0,3,1,météo défavorable,16:04:00,08:06:00,10,122,10,176,10,176,10,200,10,122
2024-01-04,8,6,17,6,8,7,0.5,83,9,1004,75.125,8,6,3,116,122,266,0,2,3,météo très défavorable,16:05:00,08:06:00,8,176,6,113,8,176,7,353,8,119
2024-01-05,7,4,21,6,6,5,2.9,85,9.875,1008,84.75,7,5,2,176,119,176,0,2,7,météo très défavorable,16:06:00,08:05:00,4,296,5,119,7,119,5,122,6,353
2024-01-06,7,5,12,5,6,5,0,84,10,1021,84.875,7,3,3,122,176,176,0,2,3,météo très défavorable,16:07:00,08:05:00,5,176,5,176,7,176,5,122,5,119
2024-01-07,5,2,18,3,5,3,0,70,10,1032,40.75,5,0,-1,176,113,113,0,2,6,météo très défavorable,16:09:00,08:05:00,3,113,3,113,5,176,3,116,4,116
2024-01-08,4,2,18,2,4,2,0,68,10,1033,46.375,4,0,-2,113,176,176,0,2,5,météo très défavorable,16:10:00,08:04:00,2,113,2,116,4,368,2,176,2,116
2024-01-09,4,1,23,1,4,2,0,59,10,1032,31,4,0,-4,116,113,113,0,1,8,météo très défavorable,16:11:00,08:04:00,1,122,1,113,3,113,2,113,1,122
2024-01-10,4,1,18,1,4,2,0,63,10,1030,20.875,4,0,-4,113,113,119,0,2,8,météo très défavorable,16:12:00,08:03:00,1,113,1,116,4,113,2,116,1,113
2024-01-11,5,1,14,1,4,5,0,82,10,1037,33.375,5,2,-3,113,113,122,0,2,7,météo très défavorable,16:14:00,08:03:00,1,113,1,113,5,116,5,122,1,113
2024-01-12,7,3,15,5,7,4,0,75,10,1036,66.125,7,2,2,122,116,116,0,2,6,météo très défavorable,16:15:00,08:02:00,5,122,6,122,7,116,3,113,6,122
2024-01-13,5,1,9,1,5,4,0,93,10,1030,32.125,5,2,-1,113,113,116,0,2,8,météo très défavorable,16:17:00,08:01:00,2,113,1,113,5,116,4,122,2,113
2024-01-14,6,3,13,4,6,4,0,81,10,1020,79.625,6,2,2,122,119,116,0,1,4,météo très défavorable,16:18:00,08:01:00,4,122,4,122,6,113,3,122,3,119
2024-01-15,2,0,17,-0,2,1,0,69,10,1017,13.625,2,0,-4,113,113,113,0,2,8,météo très défavorable,16:20:00,08:00:00,1,113,0,113,2,116,0,116,1,113
2024-01-16,3,-1,9,-0,2,1,0,63,10,1016,37.875,3,0,-3,116,113,113,0,1,9,météo très défavorable,16:21:00,07:59:00,0,122,0,113,3,113,0,113,0,122
2024-01-17,3,0,12,2,3,2,0,75,10,1000,94.5,3,0,-1,122,122,176,0.1,2,1,météo très défavorable,16:23:00,07:58:00,1,122,1,122,3,122,1,311,1,116
2024-01-18,2,-1,14,-1,2,0,0,54,10,1017,2.5,2,0,-5,113,113,113,0,2,9,météo très défavorable,16:25:00,07:57:00,-1,113,-1,113,2,113,0,113,-1,113
2024-01-19,2,-1,9,-1,2,0,0,75,10,1026,10.75,2,0,-4,113,116,113,0,2,9,météo très défavorable,16:26:00,07:56:00,0,113,-1,113,2,113,0,113,0,113
2024-01-20,5,0,21,2,5,4,0,68,10,1025,75,5,0,-1,116,122,119,0,2,3,météo très défavorable,16:28:00,07:55:00,1,122,3,122,5,116,4,122,0,116
2024-01-21,11,4,30,7,10,11,1.9,94,9.875,1016,90.375,11,9,3,176,122,122,0,2,2,météo défavorable,16:29:00,07:54:00,4,176,8,113,11,122,11,296,4,122
2024-01-22,13,7,30,9,9,7,0.1,74,10,1022,64.375,13,9,5,176,176,116,0,2,5,météo correcte,16:31:00,07:53:00,13,176,8,119,9,116,7,116,12,176
2024-01-23,12,6,25,6,9,12,1.7,96,8.875,1024,77.5,12,11,3,122,266,122,0,3,1,météo défavorable,16:33:00,07:52:00,6,113,7,296,11,122,12,122,7,113
2024-01-24,13,8,27,10,10,9,0.4,75,9,1029,63.25,13,10,5,113,116,122,0,2,8,météo correcte,16:35:00,07:51:00,11,122,9,116,10,113,9,266,13,176
2024-01-25,11,8,19,8,11,11,0,97,9,1030,92,11,9,6,122,119,116,0,2,2,météo défavorable,16:36:00,07:50:00,8,122,9,143,11,176,11,122,8,122
2024-01-26,12,5,26,8,8,6,0.3,74,10,1037,38.125,12,11,3,176,113,113,0,2,9,météo défavorable,16:38:00,07:48:00,12,176,6,113,8,113,5,113,12,176
2024-01-27,8,4,12,4,7,6,0,81,10,1035,49.375,8,2,2,116,122,116,0,3,6,météo très défavorable,16:40:00,07:47:00,4,116,5,116,8,116,5,119,5,113
2024-01-28,10,5,14,5,9,8,0,74,10,1028,61.375,10,5,3,122,113,116,0,3,7,météo très défavorable,16:42:00,07:46:00,5,122,6,116,10,116,8,122,6,116
2024-01-29,13,8,15,8,12,11,0,97,6.5,1023,70.5,13,9,7,248,113,119,0,2,6,météo défavorable,16:43:00,07:44:00,8,143,8,248,13,116,11,116,8,122
2024-01-30,11,5,22,10,8,7,0,85,10,1034,78.125,11,8,4,122,176,116,0,2,1,météo défavorable,16:45:00,07:43:00,10,122,8,176,8,122,6,113,11,119
2024-01-31,11,4,20,4,8,9,0,86,10,1035,42.625,11,8,2,113,113,122,0,3,9,météo très défavorable,16:47:00,07:41:00,5,119,5,113,9,116,11,122,6,113
2024-02-01,10,6,12,6,8,7,0.3,73,9,1035,32,10,8,4,113,113,116,0,2,9,météo défavorable,16:49:00,07:40:00,9,176,6,113,8,113,6,113,10,266
2024-02-02,12,5,22,6,11,11,0,93,10,1034,63.875,12,9,3,113,122,122,0,3,1,météo défavorable,16:51:00,07:38:00,6,113,8,119,12,122,11,122,6,113
2024-02-03,12,9,17,9,11,11,0,90,10,1029,81.125,12,9,7,116,122,122,0,3,1,météo défavorable,16:53:00,07:37:00,11,113,10,122,12,122,12,122,12,119
2024-02-04,14,10,28,11,13,12,0,84,10,1027,78.5,14,9,8,122,122,116,0,3,1,météo défavorable,16:54:00,07:35:00,11,119,11,122,14,122,10,113,11,176
2024-02-05,11,8,27,8,11,11,0,86,10,1024,46.5,11,7,5,113,116,122,0,4,5,météo défavorable,16:56:00,07:34:00,9,113,9,116,11,122,11,122,9,113
2024-02-06,12,11,27,12,12,11,0,77,10,1015,97.125,12,9,9,119,122,176,0,3,1,météo défavorable,16:58:00,07:32:00,11,122,11,122,12,176,12,122,12,122
2024-02-07,6,3,14,3,6,6,2.5,92,9.75,1007,100,6,3,-0,176,122,122,0,2,1,météo très défavorable,17:00:00,07:30:00,4,296,4,122,6,122,6,122,5,296
2024-02-08,9,4,21,4,6,8,6.6,98,5.125,1003,98.875,9,8,0,296,143,302,0,2,1,météo très défavorable,17:02:00,07:28:00,5,266,4,296,8,248,9,266,5,122
2024-02-09,12,9,25,11,11,10,2.8,90,8.875,981,94.75,12,9,7,176,176,176,0,3,1,météo défavorable,17:04:00,07:27:00,11,176,10,266,12,176,10,176,10,296
2024-02-10,11,7,13,10,11,8,0.4,86,10,986,63.875,11,9,7,116,116,122,0,2,7,météo défavorable,17:06:00,07:25:00,10,176,9,116,10,116,7,116,10,353
2024-02-11,8,5,17,8,8,7,0.2,89,10,1000,80.5,8,6,5,176,176,176,0,2,3,météo très défavorable,17:07:00,07:23:00,8,122,8,176,8,176,6,113,7,176
2024-02-12,10,4,17,4,9,8,0,85,10,1011,48.75,10,3,2,113,113,176,0,2,6,météo très défavorable,17:09:00,07:21:00,5,116,5,116,10,176,7,113,5,122
2024-02-13,10,5,20,5,9,9,0.9,82,9.875,1016,75.625,10,9,3,176,122,176,0,3,3,météo très défavorable,17:11:00,07:19:00,5,116,6,116,9,122,10,296,6,116
2024-02-14,12,11,18,11,11,11,3,96,9.75,1013,87.375,12,11,9,119,296,122,0,3,1,météo défavorable,17:13:00,07:18:00,11,122,11,296,12,122,11,116,11,176
2024-02-15,14,11,14,12,14,13,0.1,90,10,1013,83.625,14,11,10,122,116,122,0,3,6,météo défavorable,17:15:00,07:16:00,12,122,12,176,14,113,12,176,12,176
2024-02-16,13,9,19,10,11,11,1.2,93,9.875,1024,85.5,13,10,7,116,122,176,0,3,2,météo défavorable,17:17:00,07:14:00,11,296,10,122,13,176,10,176,11,176
2024-02-17,11,7,11,7,10,11,0.1,94,9,1030,75.625,11,10,7,116,176,176,0,3,1,météo défavorable,17:18:00,07:12:00,7,143,9,122,11,122,11,176,8,116
2024-02-18,14,9,16,11,13,12,3,97,9.75,1029,68.125,14,11,9,353,116,113,0,3,5,météo défavorable,17:20:00,07:10:00,11,296,11,176,14,116,10,113,11,296
2024-02-19,12,8,18,8,11,10,1,92,9.875,1031,43.625,12,7,5,116,176,116,0,3,6,météo défavorable,17:22:00,07:08:00,8,116,9,296,12,113,8,116,9,113
2024-02-20,13,7,19,7,11,11,0,82,10,1030,49.125,13,8,5,116,116,116,0,3,5,météo correcte,17:24:00,07:06:00,7,113,8,116,13,122,10,122,8,116
2024-02-21,11,9,30,9,10,11,2.7,96,7.75,1020,94.75,11,11,5,266,266,122,0,2,1,météo défavorable,17:26:00,07:04:00,10,296,9,296,11,176,10,176,10,176
2024-02-22,11,4,35,9,11,6,6.1,95,9.375,999,81.375,11,10,-1,122,296,176,0,2,2,météo très défavorable,17:28:00,07:02:00,9,119,10,389,5,362,5,113,10,122
2024-02-23,8,3,20,4,8,5,0.6,80,9,990,61.5,8,2,-0,116,266,176,0,3,5,météo très défavorable,17:29:00,07:00:00,5,176,5,113,7,353,4,116,4,113
2024-02-24,6,2,11,2,6,5,2.2,88,9.875,997,55.5,6,3,1,113,296,119,0,2,4,météo très défavorable,17:31:00,06:57:00,3,113,4,116,5,176,5,176,4,113
2024-02-25,9,4,18,4,9,7,0.9,84,9,998,80.5,9,4,2,116,176,176,0,2,1,météo très défavorable,17:33:00,06:55:00,6,116,5,122,8,176,7,266,7,119
2024-02-26,8,4,31,5,8,6,0,76,10,1019,78.125,8,3,0,122,176,116,0,2,2,météo très défavorable,17:35:00,06:53:00,6,122,6,122,8,122,5,113,6,176
2024-02-27,8,3,13,4,7,7,0,86,10,1022,68.375,8,3,1,116,122,122,0,3,5,météo très défavorable,17:37:00,06:51:00,3,119,5,116,8,119,7,119,4,116
2024-02-28,10,7,22,7,10,10,1.1,93,8.875,1021,95.375,10,10,6,122,266,176,0,2,1,météo défavorable,17:38:00,06:49:00,8,119,8,122,10,296,10,122,8,119
2024-02-29,10,5,15,10,8,5,1.6,95,7,1010,100,10,10,2,176,176,266,0,2,1,météo défavorable,17:40:00,06:47:00,10,176,10,266,6,266,6,176,10,122
2024-03-01,8,4,29,4,8,5,2.5,95,8.875,1002,62,8,3,-1,296,176,266,0,3,5,météo très défavorable,17:42:00,06:45:00,4,113,5,113,8,176,5,176,5,113
2024-03-02,8,4,17,5,6,6,1.2,89,9,1000,78.875,8,3,1,176,176,116,0,2,5,météo très défavorable,17:44:00,06:42:00,4,353,4,176,8,116,5,119,5,266
2024-03-03,8,4,10,4,7,7,0.3,92,9.875,1006,70.375,8,3,1,317,176,113,0,2,3,météo très défavorable,17:45:00,06:40:00,4,176,4,119,8,122,5,113,5,176
2024-03-04,9,4,18,4,9,8,0,91,10,1010,49.125,9,3,2,113,116,176,0,3,7,météo très défavorable,17:47:00,06:38:00,5,116,6,116,9,116,7,176,5,116
2024-03-05,12,5,9,5,10,9,0,86,10,1018,34.875,12,3,4,113,116,176,0,2,11,météo très défavorable,17:49:00,06:36:00,5,113,7,113,12,113,7,113,7,122
2024-03-06,11,5,9,5,10,8,0.7,79,10,1025,64.25,11,5,5,119,176,353,0,3,6,météo très défavorable,17:51:00,06:34:00,5,119,7,113,11,353,7,176,6,116
2024-03-07,11,5,22,5,11,8,0,83,10,1023,43.75,11,5,2,113,113,116,0,2,10,météo très défavorable,17:52:00,06:31:00,5,116,7,113,10,176,8,122,6,176
2024-03-08,9,5,24,5,9,7,0,80,10,1015,30.25,9,4,2,113,113,116,0,3,11,météo très défavorable,17:54:00,06:29:00,6,113,7,113,9,116,8,119,6,116
2024-03-09,11,7,19,7,10,9,0.4,79,10,1000,84.625,11,6,4,122,119,176,0,2,3,météo défavorable,17:56:00,06:27:00,7,116,8,122,11,176,9,353,8,176
2024-03-10,9,6,13,7,9,8,0.5,94,8,1002,86,9,7,5,143,176,116,0,2,2,météo défavorable,17:57:00,06:25:00,7,176,8,266,9,176,7,122,8,176
2024-03-11,10,6,16,6,9,9,0,93,10,1013,89.625,10,6,4,122,122,176,0,2,1,météo défavorable,17:59:00,06:22:00,6,122,7,122,10,176,7,116,6,122
2024-03-12,11,6,15,6,9,11,1.4,96,5,1013,91.875,11,10,5,143,266,143,0,2,1,météo défavorable,18:01:00,06:20:00,7,122,7,266,11,266,11,122,7,122
2024-03-13,13,10,21,10,13,12,0,92,10,1013,87.375,13,9,7,122,176,119,0,3,1,météo défavorable,18:02:00,06:18:00,11,116,11,176,13,176,11,119,11,122
2024-03-14,15,10,23,10,15,12,0.8,81,9,1012,88.5,15,10,7,119,122,122,0,3,4,météo défavorable,18:04:00,06:16:00,10,116,11,122,13,266,11,353,11,122
2024-03-15,14,8,27,11,14,11,0.5,88,10,1008,96.125,14,9,8,176,353,176,0,3,3,météo défavorable,18:06:00,06:13:00,11,176,11,176,13,176,9,176,12,176
2024-03-16,13,7,15,7,12,10,0,85,10,1021,68.625,13,5,6,176,113,122,0,3,8,météo défavorable,18:07:00,06:11:00,7,176,9,119,13,116,9,122,7,116
2024-03-17,14,10,16,10,11,13,2,96,7.875,1019,88.5,14,11,8,266,122,176,0,3,1,météo défavorable,18:09:00,06:09:00,10,143,11,296,14,176,10,176,10,176
2024-03-18,15,7,17,7,14,12,0,92,10,1016,52.375,15,9,6,113,176,116,0,3,6,météo correcte,18:11:00,06:07:00,8,113,10,119,15,176,10,116,10,122
2024-03-19,15,10,17,10,15,13,0,85,10,1018,72.125,15,10,8,122,176,116,0,4,3,météo défavorable,18:13:00,06:05:00,10,116,12,122,14,176,11,119,10,116
2024-03-20,17,10,10,11,16,14,0.7,90,9,1022,84.875,17,10,10,122,122,353,0,3,1,météo défavorable,18:14:00,06:02:00,10,176,12,119,17,176,12,116,10,143
2024-03-21,16,8,17,8,15,14,0,87,10,1026,67.125,16,9,8,116,122,122,0,4,8,météo défavorable,18:16:00,06:00:00,9,116,10,122,16,119,12,119,11,116
2024-03-22,11,6,14,10,10,8,1.1,86,9,1022,87.5,11,8,7,122,176,353,0,2,1,météo défavorable,18:18:00,05:58:00,10,119,10,122,9,266,7,176,11,119
2024-03-23,9,4,26,4,9,7,0.7,77,9,1016,58.5,9,2,-0,116,266,116,0,3,8,météo très défavorable,18:19:00,05:56:00,5,116,6,176,8,353,6,122,5,116
2024-03-24,10,6,22,6,10,9,0,69,10,1012,85.625,10,2,2,116,176,176,0,2,3,météo défavorable,18:21:00,05:53:00,6,122,7,122,10,176,7,119,6,122
2024-03-25,11,5,21,6,11,9,0,81,10,1009,61.625,11,3,4,176,176,119,0,3,7,météo défavorable,18:23:00,05:51:00,5,113,8,116,10,119,8,116,6,116
2024-03-26,8,7,8,7,8,8,2.1,96,7.875,992,93.625,8,8,6,122,296,266,0,3,1,météo très défavorable,18:24:00,05:49:00,7,122,8,176,8,266,7,176,8,116
2024-03-27,9,5,24,6,9,6,0.5,88,9,983,79.875,9,6,3,116,266,116,0,2,4,météo défavorable,18:26:00,05:47:00,6,119,9,176,7,176,5,116,7,176
2024-03-28,10,5,35,6,10,9,2.5,95,8.875,985,72.75,10,5,1,113,176,113,0,2,5,météo très défavorable,18:28:00,05:44:00,6,122,5,296,9,176,7,122,7,266
2024-03-29,10,6,25,6,9,9,0.7,92,8.875,992,74.5,10,7,3,266,200,113,0,2,5,météo défavorable,18:29:00,05:42:00,7,353,8,176,10,176,8,116,7,176
2024-03-30,13,7,8,7,12,11,0.3,93,9,998,63.125,13,7,7,266,116,176,0,3,5,météo correcte,18:31:00,05:40:00,8,176,9,176,13,116,9,113,8,116
2024-03-31,13,6,24,6,13,10,1.5,85,8.875,998,78.25,13,8,4,122,116,296,0,3,2,météo défavorable,18:33:00,05:37:00,7,116,10,122,11,176,9,266,7,116
2024-04-01,14,7,21,8,14,11,0.3,83,7,997,70.5,14,8,5,122,266,113,0,3,9,météo défavorable,19:35:00,06:35:00,9,143,10,119,13,176,9,116,9,143
2024-04-02,14,7,19,7,14,11,1,92,9.875,1005,84.875,14,8,5,119,176,122,0,3,6,météo défavorable,19:37:00,06:32:00,8,176,10,116,13,176,10,296,9,122
2024-04-03,14,9,23,10,13,12,0.9,95,9,1004,92.5,14,10,9,176,176,176,0,3,1,météo défavorable,19:38:00,06:30:00,10,176,12,176,14,176,10,122,10,266
2024-04-04,15,9,24,10,14,13,0.6,90,9,1006,93.125,15,10,7,176,266,176,0,3,2,météo défavorable,19:40:00,06:28:00,11,176,12,353,15,353,12,176,9,176
2024-04-05,16,12,30,12,15,14,0.2,92,10,1006,88.375,16,11,9,122,176,116,0,3,5,météo défavorable,19:42:00,06:26:00,12,176,12,176,16,176,13,122,13,122
2024-04-06,17,12,27,13,17,13,0,84,10,1007,49,17,11,12,113,116,119,0,3,9,météo correcte,19:43:00,06:23:00,13,113,17,113,15,116,12,176,13,122
2024-04-07,15,10,31,10,15,13,0,79,10,1011,55.25,15,8,7,113,176,116,0,3,10,météo correcte,19:45:00,06:21:00,11,116,13,176,15,113,11,122,12,119
2024-04-08,17,9,19,10,15,15,0.7,87,10,1008,48.5,17,12,8,116,122,353,0,4,6,météo correcte,19:47:00,06:19:00,10,116,13,113,17,116,12,176,10,113
2024-04-09,11,7,32,9,9,10,0.1,83,10,1020,76.625,11,6,3,176,176,176,0,2,4,météo défavorable,19:48:00,06:17:00,10,176,7,176,11,176,8,113,8,176
2024-04-10,14,5,21,6,14,11,0,81,10,1027,56.125,14,9,4,113,122,122,0,3,5,météo correcte,19:50:00,06:15:00,5,116,10,113,11,176,11,122,7,113
2024-04-11,19,12,15,12,16,16,0,92,10,1030,91.125,19,12,11,176,119,122,0,3,4,météo défavorable,19:52:00,06:12:00,12,122,13,122,19,116,14,122,12,122
2024-04-12,19,11,21,11,18,16,0,78,10,1030,47.625,19,11,9,113,113,122,0,3,9,météo favorable,19:53:00,06:10:00,12,116,15,113,19,116,14,122,12,119
2024-04-13,19,10,24,11,19,16,0,90,10,1026,24.375,19,10,10,116,113,116,0,4,12,météo favorable,19:55:00,06:08:00,12,116,15,113,19,113,12,116,13,113
2024-04-14,13,7,15,7,13,11,0,69,10,1026,59,13,4,5,116,116,176,0,4,3,météo correcte,19:56:00,06:06:00,8,116,10,122,13,122,10,116,10,113
2024-04-15,11,7,32,9,10,9,0.4,79,10,1016,66.25,11,5,3,176,176,113,0,3,7,météo défavorable,19:58:00,06:04:00,7,116,7,176,11,176,7,119,7,113
2024-04-16,12,6,23,8,12,10,0,66,10,1016,36.25,12,3,5,113,113,176,0,2,12,météo défavorable,20:00:00,06:02:00,8,116,10,113,12,113,8,113,8,176
2024-04-17,10,3,21,4,9,8,0.7,83,10,1018,55,10,4,0,116,353,353,0,3,7,météo très défavorable,20:01:00,06:00:00,5,119,7,176,10,176,6,113,6,116
2024-04-18,13,3,15,4,12,11,0,81,10,1024,46.625,13,4,3,113,116,176,0,3,11,météo correcte,20:03:00,05:58:00,3,116,9,113,13,122,9,119,4,113
2024-04-19,13,7,23,10,11,8,0.4,85,10,1024,95.75,13,7,7,176,176,122,0,2,3,météo défavorable,20:05:00,05:56:00,9,122,11,176,13,353,8,122,8,176
2024-04-20,10,3,19,4,10,9,0,71,10,1031,40.125,10,1,0,113,122,119,0,3,7,météo très défavorable,20:06:00,05:54:00,4,113,8,116,10,119,6,113,5,113
2024-04-21,10,3,19,4,9,9,0,75,10,1032,64.375,10,2,0,119,119,176,0,3,8,météo très défavorable,20:08:00,05:51:00,3,113,8,176,10,122,6,119,4,113
2024-04-22,9,4,11,5,9,7,0,81,10,1031,77,9,3,2,119,176,176,0,3,3,météo très défavorable,20:10:00,05:49:00,4,119,7,116,8,176,6,176,5,113
2024-04-23,9,5,19,6,9,7,0.3,93,9,1025,95.375,9,5,4,176,176,176,0,2,1,météo défavorable,20:11:00,05:47:00,5,266,7,122,9,176,6,176,6,176
2024-04-24,9,4,20,5,8,8,0.1,69,10,1020,75.75,9,1,2,116,176,176,0,2,8,météo très défavorable,20:13:00,05:45:00,6,122,7,176,9,176,5,113,5,122
2024-04-25,12,5,17,6,12,9,0.8,73,10,1013,73.5,12,7,4,176,176,353,0,3,7,météo défavorable,20:15:00,05:43:00,5,119,9,116,11,176,8,176,5,116
2024-04-26,11,3,9,4,11,10,0,91,8,1006,70,11,5,2,116,176,116,0,2,9,météo très défavorable,20:16:00,05:41:00,4,143,8,116,11,116,8,122,5,143
2024-04-27,11,5,19,5,10,10,2.3,93,8.75,1004,100,11,7,1,122,176,176,0,2,1,météo très défavorable,20:18:00,05:40:00,6,296,7,122,11,176,8,266,6,296
2024-04-28,10,5,22,8,6,10,6.8,97,7.625,1013,87.375,10,8,1,353,176,176,0,2,2,météo très défavorable,20:19:00,05:38:00,8,302,5,266,10,353,7,116,8,266
2024-04-29,14,5,24,6,14,13,0,94,8,1016,22.625,14,6,5,113,113,113,0,3,14,météo correcte,20:21:00,05:36:00,5,143,12,176,14,116,10,113,6,143
2024-04-30,16,8,18,9,16,11,0.6,94,6.75,1015,56.25,16,11,8,113,176,143,0,4,5,météo correcte,20:23:00,05:34:00,8,113,14,122,11,266,10,248,9,113
2024-05-01,17,9,13,10,17,14,0.5,90,10,1010,76.625,17,13,10,116,176,176,0,4,2,météo défavorable,20:24:00,05:32:00,9,113,15,176,16,353,12,122,10,116
2024-05-02,14,10,11,11,14,13,4.3,99,6.5,1004,100,14,13,10,248,353,248,0,3,1,météo défavorable,20:26:00,05:30:00,11,353,13,143,13,353,10,176,11,122
2024-05-03,13,8,19,9,9,12,1.4,95,8.875,1011,88.375,13,8,6,266,176,176,0,3,4,météo défavorable,20:28:00,05:28:00,9,296,8,176,13,176,10,116,10,176
2024-05-04,17,7,13,8,17,15,0.1,95,6.75,1013,44.75,17,8,7,143,113,176,0,3,12,météo correcte,20:29:00,05:26:00,7,248,13,113,16,176,11,113,8,143
2024-05-05,17,8,12,9,17,15,0,92,8,1010,57.25,17,11,9,113,176,176,0,3,6,météo correcte,20:31:00,05:25:00,8,143,14,113,16,176,13,176,9,143
2024-05-06,15,9,9,10,14,13,0.3,90,8,1012,70.375,15,10,10,122,266,176,0,3,9,météo défavorable,20:32:00,05:23:00,9,116,14,176,15,119,12,176,10,143
2024-05-07,19,11,11,11,18,17,0.1,95,7,1025,80.625,19,10,11,143,176,176,0,3,7,météo défavorable,20:34:00,05:21:00,11,143,15,176,19,176,13,116,11,143
2024-05-08,21,9,5,10,19,18,0,82,10,1029,34.75,21,12,10,113,113,176,0,4,15,météo favorable,20:36:00,05:19:00,9,116,15,113,21,116,14,176,11,113
2024-05-09,20,11,5,13,20,18,1.1,85,10,1029,62.75,20,15,13,116,353,353,0,5,8,météo correcte,20:37:00,05:18:00,12,116,18,176,19,353,15,113,13,116
2024-05-10,20,12,13,13,20,17,0,92,8,1025,13.75,20,13,13,116,113,113,0,4,15,météo favorable,20:39:00,05:16:00,12,143,18,113,20,113,13,113,13,143
2024-05-11,21,11,16,12,21,18,0,78,10,1023,16.875,21,12,12,113,176,113,0,5,12,météo favorable,20:40:00,05:14:00,11,113,18,113,21,113,14,113,12,113
2024-05-12,23,12,14,14,23,21,0.2,87,9.875,1017,41.75,25,15,14,116,176,176,0,5,11,météo favorable,20:42:00,05:13:00,13,113,20,113,23,176,17,176,13,113
2024-05-13,20,13,21,14,20,17,0.3,94,7,1008,69.5,20,15,13,119,176,176,0,4,6,météo défavorable,20:44:00,05:11:00,14,143,17,116,18,176,15,266,15,143
2024-05-14,17,12,19,14,17,15,2.7,97,8.75,1003,87.5,17,14,11,296,176,176,0,3,7,météo défavorable,20:45:00,05:10:00,14,296,12,266,16,176,13,176,15,176
2024-05-15,19,12,15,12,18,17,0.4,93,7.75,1007,59.875,19,12,11,176,176,113,0,3,11,météo correcte,20:47:00,05:08:00,12,248,15,176,19,113,14,113,12,266
2024-05-16,15,11,9,13,14,13,2.5,91,9.875,1007,82.125,15,12,13,122,353,353,0,4,1,météo défavorable,20:48:00,05:07:00,12,119,15,176,13,353,12,296,12,116
2024-05-17,20,10,12,12,19,17,0,79,9,1013,39,20,11,11,113,176,113,0,4,10,météo favorable,20:50:00,05:05:00,10,113,17,176,20,119,14,113,12,143
2024-05-18,17,11,13,12,16,16,2.5,94,7,1013,88.875,17,14,11,353,176,353,0,3,4,météo défavorable,20:51:00,05:04:00,12,143,13,143,17,353,13,143,14,176
2024-05-19,20,10,16,11,20,17,0.5,88,9,1016,46.5,20,13,10,116,176,176,0,5,12,météo favorable,20:52:00,05:03:00,10,143,17,113,19,353,13,113,12,116
2024-05-20,19,10,19,11,19,17,0,76,10,1015,33.375,19,11,9,113,176,176,0,4,10,météo favorable,20:54:00,05:01:00,10,113,15,113,19,176,13,113,12,113
2024-05-21,15,10,12,11,15,14,1.9,88,9,1011,91.75,15,13,10,266,176,353,0,3,1,météo défavorable,20:55:00,05:00:00,10,116,12,176,15,353,13,353,10,176
2024-05-22,16,12,17,12,15,16,1.2,97,6.25,1013,81.25,16,13,12,248,116,176,0,3,5,météo défavorable,20:57:00,04:59:00,12,353,13,176,16,176,13,143,12,248
2024-05-23,14,10,21,11,14,13,0,83,10,1018,89.25,14,11,9,122,176,122,0,3,2,météo défavorable,20:58:00,04:57:00,12,122,13,122,13,122,11,113,12,176
2024-05-24,19,8,6,10,18,16,0,74,10,1020,33.125,19,10,9,113,116,176,0,4,12,météo favorable,20:59:00,04:56:00,9,113,15,113,19,116,13,116,11,113
2024-05-25,19,10,16,12,19,16,0,76,10,1019,44.875,19,9,12,119,113,113,0,4,13,météo favorable,21:01:00,04:55:00,10,116,17,176,19,116,14,176,12,116
