Date,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,TEMP_MOY,HUMIDITY_MAX_PERCENT,HUMIDITY_EST_AVG,WINDSPEED_MAX_KMH,WINDSPEED_AVG_KMH,PRECIP_TOTAL_DAY_MM,SUNHOUR,SR_EST_W_m2,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,Toluène,Benzène,CO,NO2,SO2,O3,PM2.5,PM10,AQI,City
2024-01-20,5,0,3.0,68,51.0,21,12.6,0.0,3,450,1025,75.0,1.617688,0.6805886521739131,196.29166666666666,18.575,3.5208333333333335,47.833333333333336,8.641666666666667,12.85,26.429167833333334,London
2024-01-21,11,4,8.0,94,70.5,30,18.0,1.9,2,300,1016,90.375,0.7851726666666666,0.44154775,162.25,7.9624999999999995,1.5208333333333333,68.79166666666667,4.670833333333333,9.766666666666667,27.516666541666666,London
2024-01-22,13,7,9.5,74,55.5,30,18.0,0.1,5,750,1022,64.375,1.1422770526315789,0.5193594375,161.75,9.416666666666666,1.8916666666666666,68.45833333333333,4.845833333333333,11.325000000000001,27.38333316666667,London
2024-01-23,12,6,8.25,96,72.0,25,15.0,1.7,1,150,1024,77.5,1.381889875,0.4660350416666666,159.20833333333334,15.020833333333334,2.7416666666666667,55.75,6.170833333333333,11.858333333333334,22.527083166666667,London
2024-01-24,13,8,10.0,75,56.25,27,16.2,0.4,8,1200,1029,63.25,1.978341181818182,0.6839137727272727,180.125,19.070833333333333,3.4916666666666667,60.041666666666664,6.716666666666666,13.125,26.244166500000002,London
2024-01-25,11,8,9.5,97,72.75,19,11.4,0.0,2,300,1030,92.0,3.0977861904761905,0.7674401904761906,186.54166666666666,31.525000000000002,5.3125,30.25,11.9625,16.641666666666666,23.734306833333335,London
2024-01-26,12,5,8.5,74,55.5,26,15.6,0.3,9,1350,1037,38.125,1.89467025,0.7121437083333334,195.58333333333334,25.729166666666668,4.591666666666667,51.666666666666664,8.416666666666666,13.354166666666666,27.436666625,London
2024-01-27,8,4,5.25,81,60.75,12,7.199999999999999,0.0,6,900,1035,49.375,3.0531286666666673,0.8780240833333334,224.70833333333334,33.074999999999996,5.908333333333334,34.5,12.916666666666666,19.279166666666665,24.812291958333333,London
2024-01-28,10,5,6.75,74,55.5,14,8.4,0.0,7,1050,1028,61.375,1.8842377916666664,0.7940780000000002,206.54166666666666,27.895833333333332,4.695833333333334,36.291666666666664,11.0375,14.345833333333333,22.785069375000003,London
2024-01-29,13,8,9.75,97,72.75,15,9.0,0.0,6,900,1023,70.5,1.8573780416666665,0.781588125,184.58333333333334,26.420833333333334,5.533333333333334,23.666666666666668,17.125,25.325,27.860068458333334,London
2024-01-30,11,5,8.75,85,63.75,22,13.2,0.0,1,150,1034,78.125,0.8318090000000001,0.4275032916666666,211.0,28.275000000000002,6.825,40.208333333333336,11.479166666666666,16.441666666666666,29.910902125000003,London
2024-01-31,11,4,6.5,86,64.5,20,12.0,0.0,9,1350,1035,42.625,1.225458608695652,0.5761150434782608,245.70833333333334,33.57083333333333,8.591666666666667,34.291666666666664,15.929166666666667,21.829166666666666,34.395832625,London
2024-02-01,10,6,7.5,73,54.75,12,7.199999999999999,0.3,9,1350,1035,32.0,1.9704291999999999,0.77243465,220.08333333333334,33.395833333333336,6.0249999999999995,37.708333333333336,10.954166666666666,18.133333333333333,24.313889041666666,London
2024-02-02,12,5,8.5,93,69.75,22,13.2,0.0,1,150,1034,63.875,1.6406245652173912,0.6496218695652173,172.41666666666666,18.333333333333332,3.079166666666667,51.625,8.441666666666666,11.508333333333333,22.590624833333333,London
2024-02-03,12,9,10.5,90,67.5,17,10.2,0.0,1,150,1029,81.125,1.642189625,0.5421245416666666,155.66666666666666,13.0,2.4583333333333335,53.75,11.558333333333332,17.841666666666665,22.8076385,London
2024-02-04,14,10,11.75,84,63.0,28,16.8,0.0,1,150,1027,78.5,1.1371625217391303,0.43998837500000004,147.83333333333334,9.383333333333333,1.8541666666666667,57.833333333333336,10.1,18.125,23.242361541666668,London
2024-02-05,11,8,9.75,86,64.5,27,16.2,0.0,5,750,1024,46.5,1.1174287083333334,0.42487008333333326,150.5,12.025,2.629166666666667,58.375,10.316666666666666,18.070833333333333,24.04756983333333,London
2024-02-06,12,11,11.5,77,57.75,27,16.2,0.0,1,150,1015,97.125,1.1061790833333334,0.38845512499999996,139.79166666666666,9.841666666666667,1.7583333333333335,60.916666666666664,8.108333333333333,13.183333333333332,24.36666704166667,London
2024-02-07,6,3,4.75,92,69.0,14,8.4,2.5,1,150,1007,100.0,0.939923,0.46099938095238097,227.04166666666666,35.74583333333333,8.583333333333334,37.958333333333336,11.816666666666668,17.970833333333335,24.96576345833333,London
2024-02-08,9,4,5.75,98,73.5,21,12.6,6.6,1,150,1003,98.875,1.9168970454545453,0.7661519545454546,212.41666666666666,33.32083333333333,5.070833333333334,32.916666666666664,11.991666666666667,15.654166666666667,29.45590195833333,London
2024-02-09,12,9,10.75,90,67.5,25,15.0,2.8,1,150,981,94.75,1.6545688333333335,0.4968635833333333,158.29166666666666,16.491666666666667,2.7583333333333333,60.208333333333336,6.091666666666666,9.933333333333334,24.099305416666667,London
2024-02-10,11,7,9.75,86,64.5,13,7.8,0.4,7,1050,986,63.875,1.4633720833333335,0.6880687499999999,207.625,34.92916666666667,6.175,29.791666666666668,10.762500000000001,15.416666666666666,20.615972208333332,London
2024-02-11,8,5,7.75,89,66.75,17,10.2,0.2,3,450,1000,80.5,1.275677,0.6647575416666666,241.375,33.87083333333333,6.466666666666666,21.25,14.729166666666666,20.670833333333334,28.47659720833333,London
2024-02-12,10,4,6.5,85,63.75,17,10.2,0.0,6,900,1011,48.75,1.8316030833333332,0.8044876666666667,206.16666666666666,26.575,4.4624999999999995,44.875,9.516666666666667,14.258333333333333,25.2138885,London
2024-02-13,10,5,7.0,82,61.5,20,12.0,0.9,3,450,1016,75.625,1.4646690833333331,0.5913966250000001,180.91666666666666,21.120833333333334,3.6791666666666667,56.125,6.633333333333333,9.612499999999999,23.594999791666666,London
2024-02-14,12,11,11.0,96,72.0,18,10.799999999999999,3.0,1,150,1013,87.375,2.8763249,0.5154238947368421,161.33333333333334,17.25,2.7916666666666665,52.916666666666664,6.8,9.954166666666667,21.16666675,London
2024-02-15,14,11,12.75,90,67.5,14,8.4,0.1,6,900,1013,83.625,12.168312315789475,0.783934947368421,178.79166666666666,25.854166666666668,4.5125,37.125,9.7875,12.954166666666666,19.112777875,London
2024-02-16,13,9,10.75,93,69.75,19,11.4,1.2,2,300,1024,85.5,1.9469999583333333,0.757063875,199.45833333333334,27.941666666666666,4.408333333333333,37.541666666666664,11.112499999999999,13.666666666666666,22.559861416666667,London
2024-02-17,11,7,8.75,94,70.5,11,6.6,0.1,1,150,1030,75.625,1.6152055833333334,0.6871923333333334,191.58333333333334,26.254166666666666,4.3875,39.916666666666664,11.575000000000001,14.666666666666666,25.5253475,London
2024-02-18,14,9,11.75,97,72.75,16,9.6,3.0,5,750,1029,68.125,1.1152874166666666,0.4819580833333334,168.04166666666666,15.579166666666666,2.7708333333333335,56.166666666666664,5.116666666666666,6.6125,22.466666291666666,London
2024-02-19,12,8,9.25,92,69.0,18,10.799999999999999,1.0,6,900,1031,43.625,1.5679962916666668,0.6719328749999999,196.91666666666666,22.545833333333334,4.1000000000000005,49.583333333333336,10.791666666666666,14.079166666666666,22.345832916666666,London
2024-02-20,13,7,9.0,82,61.5,19,11.4,0.0,5,750,1030,49.125,2.2964211666666667,0.863114625,201.5,24.84166666666667,4.441666666666666,48.666666666666664,12.15,16.729166666666668,26.206597833333333,London
2024-02-21,11,9,10.0,96,72.0,30,18.0,2.7,1,150,1020,94.75,1.3657712272727274,0.5858062727272727,162.0,15.029166666666667,2.625,65.91666666666667,5.595833333333334,9.4625,26.366666624999997,London
2024-02-22,11,4,8.75,95,71.25,35,21.0,6.1,2,300,999,81.375,1.8363970454545453,0.6407475454545455,158.04166666666666,14.345833333333333,2.3249999999999997,58.875,4.983333333333333,7.616666666666667,23.550000041666667,London
2024-02-23,8,3,5.5,80,60.0,20,12.0,0.6,5,750,990,61.5,2.4566470000000002,0.9291261304347825,202.20833333333334,25.016666666666666,4.125,45.708333333333336,8.054166666666667,11.987499999999999,23.08000008333333,London
2024-02-24,6,2,4.0,88,66.0,11,6.6,2.2,4,600,997,55.5,2.3796757916666667,1.0887260416666666,268.375,41.125,8.775,27.875,14.558333333333332,20.104166666666668,26.15159745833333,London
2024-02-25,9,4,6.5,84,63.0,18,10.799999999999999,0.9,1,150,998,80.5,3.922703466666667,1.5931828666666668,284.4166666666667,32.766666666666666,6.920833333333333,28.875,19.400000000000002,23.670833333333334,43.385763625,London
2024-02-26,8,4,6.25,76,57.0,31,18.599999999999998,0.0,2,300,1019,78.125,1.4794497450465702,0.5096071954807737,179.29166666666666,9.579166666666667,2.0208333333333335,58.791666666666664,5.895833333333333,8.870833333333334,26.910762916666666,London
2024-02-27,8,3,5.25,86,64.5,13,7.8,0.0,5,750,1022,68.375,1.4794497450465702,0.5096071954807737,236.16666666666666,34.57083333333333,7.55,31.041666666666668,13.845833333333333,17.925,21.48367979166667,London
2024-02-28,10,7,8.75,93,69.75,22,13.2,1.1,1,150,1021,95.375,1.4794497450465702,0.5096071954807737,235.83333333333334,35.85,8.129166666666666,28.125,16.162499999999998,20.304166666666667,34.653124625,London
2024-02-29,10,5,8.25,95,71.25,15,9.0,1.6,1,150,1010,100.0,1.4794497450465702,0.5096071954807737,191.83333333333334,26.15833333333333,3.9166666666666665,51.125,8.7125,13.433333333333332,23.6513195,London
2024-03-01,8,4,5.25,95,71.25,29,17.4,2.5,5,750,1002,62.0,1.2290065000000001,0.470832,187.0,15.054166666666667,2.6374999999999997,67.54166666666667,6.4750000000000005,12.058333333333332,27.016666541666666,London
2024-03-02,8,4,5.25,89,66.75,17,10.2,1.2,5,750,1000,78.875,1.2673465,0.5680107083333333,198.08333333333334,18.662499999999998,3.1333333333333333,58.166666666666664,6.9875,10.395833333333334,25.248333208333335,London
2024-03-03,8,4,5.5,92,69.0,10,6.0,0.3,3,450,1006,70.375,1.7636971666666668,0.8674235,305.625,44.300000000000004,9.979166666666666,18.125,19.408333333333335,24.3875,31.53881979166667,London
2024-03-04,9,4,6.5,91,68.25,18,10.799999999999999,0.0,7,1050,1010,49.125,1.7414866666666664,0.8408885238095238,247.625,31.620833333333334,7.075,35.916666666666664,12.233333333333334,16.920833333333334,34.046179333333335,London
2024-03-05,12,5,7.25,86,64.5,9,5.3999999999999995,0.0,11,1650,1018,34.875,0.8321689523809523,0.4599337,258.5416666666667,38.84166666666667,8.683333333333334,30.333333333333332,12.345833333333333,16.220833333333335,23.499513916666668,London
2024-03-06,11,5,7.0,79,59.25,9,5.3999999999999995,0.7,6,900,1025,64.25,2.1185148750000002,0.7991915416666666,275.6666666666667,42.050000000000004,7.529166666666666,16.75,20.591666666666665,23.337500000000002,35.22256804166667,London
2024-03-07,11,5,7.25,83,62.25,22,13.2,0.0,10,1500,1023,43.75,1.3134588333333335,0.8558199583333334,280.8333333333333,35.94166666666667,6.429166666666667,27.166666666666668,25.741666666666664,30.383333333333336,50.82999604166667,London
2024-03-08,9,5,6.75,80,60.0,24,14.399999999999999,0.0,11,1650,1015,30.25,1.3485370833333334,0.8801361249999999,249.75,25.6375,5.133333333333334,44.333333333333336,24.28333333333333,29.145833333333332,60.430416375,London
2024-03-09,11,7,8.25,79,59.25,19,11.4,0.4,3,450,1000,84.625,1.2573827499999999,0.757875875,213.04166666666666,21.033333333333335,3.6125000000000003,54.333333333333336,13.204166666666666,15.129166666666668,40.026389,London
2024-03-10,9,6,7.75,94,70.5,13,7.8,0.5,2,300,1002,86.0,1.2648257083333332,0.7661073750000001,241.58333333333334,31.454166666666666,3.545833333333333,35.416666666666664,11.654166666666667,13.887500000000001,22.378194500000003,London
2024-03-11,10,6,7.5,93,69.75,16,9.6,0.0,1,150,1013,89.625,0.7618392857142856,0.9409358571428571,255.58333333333334,26.829166666666666,5.679166666666667,29.916666666666668,24.6125,31.058333333333334,39.40798625,London
2024-03-12,11,6,8.25,96,72.0,15,9.0,1.4,1,150,1013,91.875,1.9361931363636364,0.7935214545454546,212.95833333333334,29.099999999999998,4.258333333333334,31.666666666666668,15.395833333333334,18.516666666666666,51.47992995833334,London
2024-03-13,13,10,11.5,92,69.0,21,12.6,0.0,1,150,1013,87.375,1.1875952916666668,0.5289709545454545,162.75,15.604166666666666,3.158333333333333,56.541666666666664,8.1625,11.808333333333332,23.70416575,London
2024-03-14,15,10,11.75,81,60.75,23,13.799999999999999,0.8,4,600,1012,88.5,1.5687554166666666,0.5000195416666666,164.41666666666666,15.633333333333333,2.829166666666667,55.958333333333336,8.695833333333333,12.045833333333334,22.62083325,London
2024-03-15,14,8,11.75,88,66.0,27,16.2,0.5,3,450,1008,96.125,1.535124125,0.509056652173913,173.41666666666666,15.083333333333334,2.5208333333333335,65.66666666666667,6.25,9.833333333333334,26.266666291666667,London
2024-03-16,13,7,9.0,85,63.75,15,9.0,0.0,8,1200,1021,68.625,1.3504559166666665,0.5706408749999999,204.04166666666666,21.129166666666666,4.7875000000000005,45.416666666666664,9.508333333333333,12.695833333333333,19.362847249999998,London
2024-03-17,14,10,11.0,96,72.0,16,9.6,2.0,1,150,1019,88.5,1.3328590416666666,0.49709116666666664,179.83333333333334,19.058333333333334,2.6916666666666664,52.166666666666664,7.6375,9.591666666666667,21.473611208333335,London
2024-03-18,15,7,10.25,92,69.0,17,10.2,0.0,6,900,1016,52.375,1.6928545714285717,0.6248258571428571,192.16666666666666,24.429166666666664,4.041666666666667,44.041666666666664,12.708333333333334,16.425,22.041319,London
2024-03-19,15,10,12.0,85,63.75,17,10.2,0.0,3,450,1018,72.125,2.2887734545454546,0.543953857142857,176.04166666666666,20.445833333333333,3.670833333333333,53.041666666666664,9.725,13.483333333333334,22.42569383333333,London
2024-03-20,17,10,12.75,90,67.5,10,6.0,0.7,1,150,1022,84.875,3.713925458333333,0.53360625,212.25,34.875,6.6125,36.791666666666664,15.629166666666668,19.520833333333332,25.842083791666667,London
2024-03-21,16,8,11.5,87,65.25,17,10.2,0.0,8,1200,1026,67.125,1.9141661249999997,0.7323884999999999,228.41666666666666,31.066666666666666,6.483333333333333,28.625,16.6875,18.258333333333333,33.3305565,London
2024-03-22,11,6,9.5,86,64.5,14,8.4,1.1,1,150,1022,87.5,1.1648602083333335,0.470766125,186.66666666666666,19.875,3.6750000000000003,57.833333333333336,8.737499999999999,12.666666666666666,28.229166000000003,London
2024-03-23,9,4,6.25,77,57.75,26,15.6,0.7,8,1200,1016,58.5,0.7969215416666667,0.3894516666666667,180.875,10.045833333333333,2.3875,71.66666666666667,5.408333333333334,9.8375,28.666666916666667,London
2024-03-24,10,6,7.75,69,51.75,22,13.2,0.0,3,450,1012,85.625,0.9419023043478261,0.4904905217391305,189.29166666666666,16.845833333333335,3.9625,58.625,6.445833333333333,10.3125,26.87875,London
2024-03-25,11,5,7.75,81,60.75,21,12.6,0.0,7,1050,1009,61.625,0.9528651904761903,0.4730142857142858,215.0,29.087500000000002,5.8125,45.166666666666664,12.329166666666666,15.1625,25.650417416666667,London
2024-03-26,8,7,7.5,96,72.0,8,4.8,2.1,1,150,992,93.625,1.8310825454545456,0.6433989090909091,223.66666666666666,33.141666666666666,5.254166666666666,36.208333333333336,12.674999999999999,15.7125,22.93965329166667,London
2024-03-27,9,5,6.75,88,66.0,24,14.399999999999999,0.5,4,600,983,79.875,1.1653267916666668,0.43881533333333334,173.54166666666666,17.191666666666666,3.3333333333333335,64.875,6.3625,9.695833333333333,26.03611079166667,London
2024-03-28,10,5,7.75,95,71.25,35,21.0,2.5,5,750,985,72.75,0.8117387916666668,0.409762,163.33333333333334,9.075000000000001,1.6833333333333333,72.95833333333333,3.6999999999999997,9.729166666666666,29.183332875,London
2024-03-29,10,6,7.75,92,69.0,25,15.0,0.7,5,750,992,74.5,0.8268964166666667,0.36481566666666665,170.79166666666666,13.483333333333334,2.275,71.08333333333333,4.966666666666667,10.508333333333333,28.433333125,London
2024-03-30,13,7,9.5,93,69.75,8,4.8,0.3,5,750,998,63.125,1.0496528333333333,0.45832365217391297,216.66666666666666,29.391666666666666,5.95,45.25,10.258333333333333,17.895833333333332,22.608333208333335,London
2024-03-31,13,6,9.0,85,63.75,24,14.399999999999999,1.5,2,300,998,78.25,0.8893121666666667,0.5531045833333333,226.75,29.84583333333333,4.1499999999999995,34.083333333333336,15.666666666666666,19.570833333333333,27.592777916666666,London
2024-04-01,14,7,10.5,83,62.25,21,12.6,0.3,9,1350,997,70.5,0.7965839523809523,0.3903828095238095,190.66666666666666,21.558333333333334,3.029166666666667,52.666666666666664,9.058333333333334,12.237499999999999,27.686458666666667,London
2024-04-02,14,7,10.0,92,69.0,19,11.4,1.0,6,900,1005,84.875,1.0965703999999998,0.42003304545454545,179.70833333333334,15.808333333333332,2.4,61.791666666666664,6.2625,9.1875,24.8125,London
2024-04-03,14,9,11.25,95,71.25,23,13.799999999999999,0.9,1,150,1004,92.5,1.2480144166666667,0.5587696666666666,162.95833333333334,11.658333333333333,1.8708333333333333,71.83333333333333,4.3625,7.254166666666666,28.733333208333335,London
2024-04-04,15,9,12.0,90,67.5,24,14.399999999999999,0.6,2,300,1006,93.125,1.1629395416666666,0.422525625,163.0,12.012500000000001,1.8708333333333333,74.125,5.3500000000000005,8.8125,29.650000000000002,London
2024-04-05,16,12,13.25,92,69.0,30,18.0,0.2,5,750,1006,88.375,0.8652698695652173,0.3398225833333333,154.125,10.575000000000001,1.7333333333333334,75.16666666666667,5.6000000000000005,10.262500000000001,30.066666708333333,London
2024-04-06,17,12,14.0,84,63.0,27,16.2,0.0,9,1350,1007,49.0,0.6917105,0.2919574090909091,148.83333333333334,8.070833333333333,1.55,80.58333333333333,6.0,11.15,32.322222458333336,London
2024-04-07,15,10,12.25,79,59.25,31,18.599999999999998,0.0,10,1500,1011,55.25,0.7086761250000001,0.339641625,153.25,6.208333333333333,1.3625,85.08333333333333,5.204166666666667,13.079166666666666,34.03333308333333,London
2024-04-08,17,9,12.5,87,65.25,19,11.4,0.7,6,900,1008,48.5,1.0365129523809524,0.4153030952380953,170.375,17.95,3.1666666666666665,62.333333333333336,8.904166666666667,13.745833333333332,25.37500025,London
2024-04-09,11,7,9.5,83,62.25,32,19.2,0.1,4,600,1020,76.625,0.9767986956521739,0.416207347826087,167.33333333333334,9.1875,1.5250000000000001,76.0,3.5375,6.945833333333333,30.40000004166667,London
2024-04-10,14,5,9.0,81,60.75,21,12.6,0.0,5,750,1027,56.125,1.2146948695652175,0.4788524166666666,179.91666666666666,17.441666666666666,2.8708333333333336,57.375,7.4624999999999995,11.8375,23.685417083333334,London
2024-04-11,19,12,14.0,92,69.0,15,9.0,0.0,4,600,1030,91.125,1.5829802083333335,0.4756584782608696,160.83333333333334,16.158333333333335,2.558333333333333,54.458333333333336,7.55,11.0875,21.783333291666665,London
2024-04-12,19,11,14.25,78,58.5,21,12.6,0.0,9,1350,1030,47.625,1.55148975,0.554067,158.83333333333334,13.808333333333332,2.9416666666666664,63.541666666666664,7.404166666666666,10.7875,25.416666333333335,London
2024-04-13,19,10,14.5,90,67.5,24,14.399999999999999,0.0,12,1800,1026,24.375,1.06371075,0.40442437500000006,160.66666666666666,13.429166666666667,2.3874999999999997,62.458333333333336,7.995833333333334,11.120833333333332,24.983333583333334,London
2024-04-14,13,7,9.75,69,51.75,15,9.0,0.0,3,450,1026,59.0,0.8580789583333334,0.3636775,176.70833333333334,12.229166666666666,2.1166666666666667,71.375,6.7875000000000005,10.924999999999999,28.549999624999998,London
2024-04-15,11,7,8.75,79,59.25,32,19.2,0.4,7,1050,1016,66.25,0.5636518095238094,0.32647231578947367,168.16666666666666,7.375,1.5374999999999999,78.66666666666667,4.891666666666667,8.908333333333333,31.466666458333332,London
2024-04-16,12,6,9.5,66,49.5,23,13.799999999999999,0.0,12,1800,1016,36.25,0.42601180000000005,0.23936644999999998,178.58333333333334,12.395833333333334,1.9333333333333333,70.29166666666667,5.679166666666667,8.208333333333334,28.30833325,London
2024-04-17,10,3,6.5,83,62.25,21,12.6,0.7,7,1050,1018,55.0,0.46720029166666666,0.23932133333333336,176.45833333333334,12.045833333333334,2.095833333333333,65.08333333333333,5.8999999999999995,8.475,26.033333083333332,London
2024-04-18,13,3,7.5,81,60.75,15,9.0,0.0,11,1650,1024,46.625,1.112097409090909,0.3546392083333334,174.875,12.845833333333333,2.558333333333333,70.66666666666667,6.145833333333333,9.0,28.266666666666666,London
2024-04-19,13,7,9.5,85,63.75,23,13.799999999999999,0.4,3,450,1024,95.75,0.562802625,0.24596258333333332,168.125,10.654166666666667,1.8666666666666665,70.125,6.0,8.6625,28.049999958333334,London
2024-04-20,10,3,6.75,71,53.25,19,11.4,0.0,7,1050,1031,40.125,0.3315290454545455,0.21255786956521738,171.625,9.041666666666666,2.154166666666667,73.91666666666667,5.304166666666666,9.658333333333333,29.566666625,London
2024-04-21,10,3,6.25,75,56.25,19,11.4,0.0,8,1200,1032,64.375,0.2397874285714286,0.18421980952380954,168.25,7.8374999999999995,1.9541666666666666,74.0,4.8625,8.808333333333334,29.599999625,London
2024-04-22,9,4,6.25,81,60.75,11,6.6,0.0,3,450,1031,77.0,0.41149210526315794,0.2230951111111111,187.04166666666666,17.6125,3.6833333333333336,59.5,8.612499999999999,12.954166666666666,23.80000025,London
2024-04-23,9,5,6.75,93,69.75,19,11.4,0.3,1,150,1025,95.375,0.5843767826086956,0.25921877272727273,183.91666666666666,20.154166666666665,3.220833333333333,51.958333333333336,10.200000000000001,13.245833333333332,22.558888999999997,London
2024-04-24,9,4,6.75,69,51.75,20,12.0,0.1,8,1200,1020,75.75,0.40753839999999997,0.19856654545454544,185.875,16.495833333333334,3.6999999999999997,64.125,8.362499999999999,11.591666666666667,27.114930333333334,London
2024-04-25,12,5,8.0,73,54.75,17,10.2,0.8,7,1050,1013,73.5,1.5774072916666668,0.5354070833333333,221.625,34.1,5.7875000000000005,43.583333333333336,15.65,19.974999999999998,28.524999291666663,London
2024-04-26,11,3,7.25,91,68.25,9,5.3999999999999995,0.0,9,1350,1006,70.0,1.0077275416666664,0.37027583333333336,187.125,23.191666666666666,4.129166666666666,55.833333333333336,9.299999999999999,12.570833333333333,27.4322915,London
2024-04-27,11,5,7.75,93,69.75,19,11.4,2.3,1,150,1004,100.0,0.3967407916666667,0.25450009523809525,181.16666666666666,16.966666666666665,1.8541666666666667,61.583333333333336,9.704166666666667,11.091666666666667,24.633333583333336,London
2024-04-28,10,5,8.0,97,72.75,22,13.2,6.8,2,300,1013,87.375,0.7141281249999999,0.3586020869565218,186.875,13.991666666666667,1.8791666666666667,63.208333333333336,6.079166666666667,7.1125,25.283333166666665,London
2024-04-29,14,5,9.5,94,70.5,24,14.399999999999999,0.0,14,2100,1016,22.625,1.386887,0.3648654,170.45833333333334,14.729166666666666,2.8208333333333333,72.625,9.1,11.920833333333334,29.049999833333334,London
